PRT_ID,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_OVERALL,Total_Sales_Price
P01942,Karapakkam,787,2012-01-10,37,1.0,1.0,2,Partial,1,1996-01-14,Others,ELO,Paved,C,3.46,5540483
P04455,Karapakkam,973,2010-08-27,51,1.0,1.0,3,Partial,0,2004-08-28,Others,ELO,Paved,RL,3.51,7326002
P01541,Karapakkam,1256,2012-03-21,67,1.0,1.0,3,Partial,0,1992-03-26,Others,ELO,Paved,C,3.57,5970294
P05932,Karapakkam,888,2009-11-26,165,1.0,1.0,2,Normal Sale,0,1990-12-01,House,All Pub,Paved,RL,2.75,6768948
P04200,Karapakkam,631,2010-10-18,62,1.0,1.0,2,Family,1,1987-10-24,Others,NoSeWa,Gravel,RH,2.51,6896718
P01903,Karapakkam,1124,2012-01-17,60,1.0,1.0,3,Ab Normal,1,1971-01-27,Others,ELO,Paved,RL,2.94,8234267
P03546,Karapakkam,563,2011-03-04,87,1.0,1.0,2,Family,0,1963-03-16,Commercial,All Pub,Paved,RM,3.89,7521612
P02411,Karapakkam,943,2011-10-09,191,1.0,1.0,3,Partial,1,2001-10-11,House,NoSewr ,Paved,C,4.01,6219108
P02609,Karapakkam,861,2011-09-02,195,1.0,1.0,2,AdjLand,1,2004-09-03,Others,NoSewr ,Paved,RL,4.42,8748608
P02608,Karapakkam,1245,2011-09-02,198,1.0,1.0,3,Ab Normal,1,1995-09-06,Others,All Pub,Paved,I,3.93,8135759
P05471,Karapakkam,1353,2010-02-18,128,2.0,2.0,4,Normal Sale,1,1979-02-26,House,NoSewr ,Gravel,RL,3.83,9556128
P05083,Karapakkam,1003,2010-05-03,92,1.0,1.0,3,AdjLand,0,1979-05-11,Commercial,NoSewr ,No Access,A,3.24,6696347
P01520,Karapakkam,921,2012-03-25,121,1.0,1.0,3,AdjLand,1,1979-04-03,Others,All Pub,No Access,C,3.34,5983651
P04384,Karapakkam,1404,2010-09-12,66,2.0,2.0,4,Family,0,1997-09-15,House,ELO,Gravel,C,4.59,6924517
P02334,Karapakkam,1305,2011-10-22,140,1.0,1.0,3,AdjLand,0,1973-10-31,Others,NoSeWa,No Access,RH,3.08,7051336
P03415,Karapakkam,571,2011-03-31,122,1.0,1.0,2,AdjLand,0,1989-04-05,Commercial,NoSewr ,Paved,RM,3.9,8294475
P05082,Karapakkam,1595,2010-05-03,131,2.0,2.0,4,Normal Sale,1,1969-05-13,Others,NoSeWa,No Access,RM,4.18,9989135
P05096,Karapakkam,924,2010-05-02,181,1.0,1.0,3,AdjLand,1,1976-05-10,Others,All Pub,Gravel,RM,2.52,9578814
P05510,Karapakkam,758,2010-02-11,43,1.0,1.0,2,AdjLand,1,1972-02-21,House,NoSewr ,Gravel,RH,3.81,7337925
P01826,Karapakkam,1110,2012-01-31,157,1.0,1.0,3,Normal Sale,0,1988-02-06,Others,All Pub,No Access,RL,3.14,7285475
P04706,Karapakkam,1403,2010-07-14,74,2.0,2.0,4,Partial,0,1966-07-25,House,NoSewr ,No Access,I,3.78,5634808
P01793,Karapakkam,1628,2012-02-07,185,2.0,2.0,4,Normal Sale,0,1968-02-18,Others,NoSeWa,Gravel,C,2.83,7658186
P05095,Karapakkam,1438,2010-05-02,77,2.0,2.0,4,Ab Normal,0,1972-05-11,Others,ELO,No Access,RH,3.27,7053637
P06316,Karapakkam,1351,2009-09-14,95,2.0,2.0,4,Partial,1,1965-09-25,Others,All Pub,No Access,C,2.73,6522414
P04762,Karapakkam,1207,2010-07-03,145,1.0,1.0,3,Family,0,1977-07-11,House,All Pub,No Access,RH,4.59,6331910
P06169,Karapakkam,581,2009-10-10,128,1.0,1.0,2,Family,1,1997-10-13,Commercial,ELO,Gravel,I,3.14,7693994
P06223,Karapakkam,519,2009-10-03,13,1.0,1.0,2,Partial,1,1989-10-08,Commercial,NoSeWa,No Access,RL,3.72,7230526
P05353,Karapakkam,1290,2010-03-11,149,1.0,1.0,3,Normal Sale,1,1983-03-18,House,ELO,Gravel,RM,4.71,10084145
P02239,Karapakkam,730,2011-11-08,9,1.0,1.0,2,Family,0,1965-11-19,Commercial,ELO,Paved,C,3.0,5541602
P05276,Karapakkam,665,2010-03-26,190,1.0,1.0,2,Ab Normal,0,1994-03-30,Commercial,NoSeWa,Paved,RH,3.24,7233923
P01856,Karapakkam,1392,2012-01-26,33,2.0,2.0,4,AdjLand,1,1969-02-05,House,NoSeWa,No Access,RM,3.08,8957673
P06536,Karapakkam,1203,2009-07-28,36,1.0,1.0,3,Partial,1,1966-08-08,Others,ELO,Gravel,C,3.56,6931010
P05058,Karapakkam,1675,2010-05-06,34,2.0,2.0,4,Normal Sale,1,1982-05-13,House,All Pub,No Access,RH,3.41,8762161
P06577,Karapakkam,612,2009-07-21,32,1.0,1.0,2,Normal Sale,1,1984-07-27,Commercial,All Pub,No Access,A,4.32,5592170
P02661,Karapakkam,1298,2011-08-23,69,1.0,1.0,3,Family,0,1992-08-27,Others,NoSewr ,Paved,I,3.33,7113904
P05052,Karapakkam,1463,2010-05-08,74,2.0,2.0,4,Normal Sale,1,1981-05-15,Others,NoSeWa,Gravel,C,4.44,8662414
P02210,Karapakkam,1164,2011-11-14,0,1.0,1.0,3,Ab Normal,1,1988-11-19,Others,NoSeWa,No Access,RM,3.45,8750548
P05275,Karapakkam,871,2010-03-26,118,1.0,1.0,2,Family,0,1978-04-03,Commercial,ELO,Paved,RL,4.09,8503672
P06106,Karapakkam,847,2009-10-22,39,1.0,1.0,2,Normal Sale,1,2000-10-24,Commercial,NoSewr ,Paved,RH,4.02,9665043
P06551,Karapakkam,979,2009-07-25,176,1.0,1.0,3,AdjLand,0,1993-07-29,Others,ELO,Paved,RL,3.76,7769300
P02567,Karapakkam,1607,2011-09-10,77,2.0,2.0,4,Partial,0,1980-09-17,Others,All Pub,Gravel,C,3.6,7826425
P05569,Karapakkam,1593,2010-02-01,6,2.0,2.0,4,Ab Normal,1,1991-02-06,Others,NoSeWa,No Access,I,3.5,8416761
P04999,Karapakkam,1280,2010-05-19,162,1.0,1.0,3,Normal Sale,0,2000-05-21,Others,ELO,Paved,I,4.06,7109108
P04388,Karapakkam,1652,2010-09-11,145,2.0,2.0,4,Family,0,1991-09-16,House,All Pub,No Access,C,2.28,6353206
P02066,Karapakkam,1302,2011-12-16,45,1.0,1.0,3,AdjLand,1,1979-12-24,Others,ELO,Gravel,RH,3.86,9483366
P03032,Karapakkam,1685,2011-06-10,56,2.0,2.0,4,Partial,1,2000-06-12,Others,NoSewr ,Paved,I,3.32,9384884
P03929,Karapakkam,1463,2010-12-11,19,2.0,2.0,4,Normal Sale,0,2004-12-12,House,NoSewr ,No Access,C,3.77,6191020
P04259,Karapakkam,1239,2010-10-04,166,1.0,1.0,3,AdjLand,0,1970-10-14,House,ELO,No Access,I,3.38,5571983
P03949,Karapakkam,947,2010-12-06,112,1.0,1.0,3,Partial,1,1981-12-13,Others,NoSewr ,Gravel,RM,3.46,9188391
P06571,Karapakkam,1626,2009-07-22,73,2.0,2.0,4,Partial,1,1984-07-28,Others,ELO,No Access,RM,3.2,9942947
P05431,Karapakkam,527,2010-02-25,147,1.0,1.0,2,Partial,1,1961-03-09,House,NoSewr ,Paved,RH,4.3,5468125
P05157,Karapakkam,1143,2010-04-17,49,1.0,1.0,3,Ab Normal,1,1974-04-26,House,NoSeWa,No Access,C,3.7,5576208
P01768,Karapakkam,1347,2012-02-10,41,2.0,2.0,4,Family,0,1981-02-17,Others,ELO,Gravel,RL,3.24,8814621
P04247,Karapakkam,1569,2010-10-07,66,2.0,2.0,4,AdjLand,0,1998-10-10,House,All Pub,Gravel,RH,3.63,9214540
P02222,Karapakkam,977,2011-11-12,39,1.0,1.0,3,Partial,0,1996-11-15,Commercial,NoSewr ,Paved,C,2.64,7599013
P03633,Karapakkam,1464,2011-02-10,185,2.0,2.0,4,Partial,1,2006-02-11,Others,NoSewr ,Gravel,I,4.01,9555041
P02797,Karapakkam,802,2011-07-24,18,1.0,1.0,2,Family,1,1985-07-30,Commercial,All Pub,No Access,RH,3.09,8286785
P04006,Karapakkam,975,2010-11-25,78,1.0,1.0,3,AdjLand,1,2002-11-27,Commercial,NoSewr ,Paved,A,3.76,8748399
P05948,Karapakkam,1537,2009-11-22,42,2.0,2.0,4,AdjLand,0,1984-11-28,Others,ELO,Paved,RH,3.4,8685700
P04363,Karapakkam,1502,2010-09-15,164,2.0,2.0,4,Ab Normal,1,1969-09-25,Others,NoSeWa,No Access,C,2.97,7064266
P05237,Karapakkam,1497,2010-04-04,170,2.0,2.0,4,Family,0,1994-04-08,Others,All Pub,No Access,RL,3.65,8581284
P01787,Karapakkam,1523,2012-02-08,79,2.0,2.0,4,Ab Normal,1,1983-02-15,House,ELO,No Access,I,2.88,7372723
P02360,Karapakkam,1122,2011-10-17,115,1.0,1.0,3,Family,0,1990-10-22,Others,ELO,Paved,RM,3.79,8254642
P03142,Karapakkam,587,2011-05-18,171,1.0,1.0,2,Partial,1,1981-05-25,Others,NoSewr ,Gravel,C,3.75,5496233
P05751,Karapakkam,596,2009-12-29,118,1.0,1.0,2,Normal Sale,0,1990-01-03,Commercial,ELO,Gravel,C,4.21,6111960
P04678,Karapakkam,1058,2010-07-19,111,1.0,1.0,3,Normal Sale,1,1999-07-22,Others,All Pub,Gravel,RL,3.5,9659139
P01900,Karapakkam,1558,2012-01-18,200,2.0,2.0,4,AdjLand,0,1967-01-29,House,All Pub,Paved,I,3.98,7364899
P05586,Karapakkam,591,2010-01-29,8,1.0,1.0,2,Partial,0,2001-01-31,Others,All Pub,Gravel,RH,3.41,6188498
P02437,Karapakkam,1445,2011-10-04,111,2.0,2.0,4,Family,0,1973-10-13,Commercial,NoSewr ,No Access,C,3.84,9310511
P01680,Karapakkam,1546,2012-02-26,105,2.0,2.0,4,Ab Normal,0,1967-03-09,Others,NoSewr ,Gravel,RH,4.37,8874293
P01728,Karapakkam,929,2012-02-18,14,1.0,1.0,3,Ab Normal,0,2003-02-20,Commercial,ELO,Paved,I,3.68,8229964
P06636,Karapakkam,1577,2009-07-09,113,2.0,2.0,4,Family,1,1991-07-14,Others,NoSeWa,No Access,A,3.34,7081930
P05149,Karapakkam,1380,2010-04-19,185,2.0,2.0,4,Ab Normal,0,1981-04-26,House,NoSeWa,Gravel,RM,3.44,9219858
P01846,Karapakkam,1606,2012-01-28,40,2.0,2.0,4,Partial,0,2000-01-31,House,NoSewr ,Gravel,I,2.91,8040648
P03240,Karapakkam,1013,2011-04-28,164,1.0,1.0,3,AdjLand,0,1983-05-05,Commercial,NoSewr ,No Access,RM,4.01,10024594
P01501,Karapakkam,1143,2012-03-29,29,1.0,1.0,3,Partial,0,1964-04-10,Others,NoSeWa,No Access,RL,2.37,6286111
P02294,Karapakkam,1420,2011-10-29,30,2.0,2.0,4,Ab Normal,0,2005-10-30,Others,NoSeWa,Gravel,RL,3.49,9699576
P02737,Karapakkam,594,2011-08-08,195,1.0,1.0,2,Family,0,1969-08-18,House,All Pub,No Access,RM,4.02,5579234
P02103,Karapakkam,825,2011-12-10,200,1.0,1.0,2,Normal Sale,1,1981-12-17,House,ELO,No Access,RM,2.83,7171124
P05697,Karapakkam,847,2010-01-09,36,1.0,1.0,2,Family,1,1980-01-17,House,NoSeWa,No Access,RM,2.96,7195584
P04244,Karapakkam,1621,2010-10-07,9,2.0,2.0,4,Normal Sale,0,1973-10-16,Others,NoSewr ,Paved,I,4.35,7966712
P06478,Karapakkam,876,2009-08-10,140,1.0,1.0,2,Family,1,1983-08-17,Others,NoSeWa,Paved,RH,3.71,7270225
P06599,Karapakkam,643,2009-07-17,167,1.0,1.0,2,Normal Sale,0,1969-07-27,Commercial,All Pub,NoAccess,RL,3.36,6858555
P01922,Karapakkam,1180,2012-01-14,81,1.0,1.0,3,Partial,0,1993-01-18,Others,NoSeWa,Gravel,RM,2.71,8835288
P02238,Karapakkam,1042,2011-11-08,82,1.0,1.0,3,AdjLand,1,1972-11-17,House,ELO,Paved,I,3.0,6770513
P06187,Karapakkam,1287,2009-10-08,19,1.0,1.0,3,AdjLand,0,1992-10-12,Commercial,NoSewr ,Paved,C,3.8,9705266
P02528,Karapakkam,825,2011-09-16,50,1.0,1.0,2,Partial,0,1994-09-20,Commercial,NoSewr ,Gravel,RM,4.21,9780344
P03399,Karapakkam,858,2011-04-02,160,1.0,1.0,2,Normal Sale,0,1999-04-05,Others,All Pub,Gravel,C,3.24,5949059
P04935,Karapakkam,504,2010-05-31,133,1.0,1.0,2,Family,0,2002-06-02,Others,All Pub,Gravel,RM,3.78,7468216
P03141,Karapakkam,1100,2011-05-18,199,1.0,1.0,3,AdjLand,0,1964-05-29,Others,NoSewr ,Gravel,A,4.28,5754198
P01692,Karapakkam,790,2012-02-25,119,1.0,1.0,2,AdjLand,0,1994-03-01,Commercial,All Pub,Paved,A,3.05,6419830
P05709,Karapakkam,1239,2010-01-07,78,1.0,1.0,3,Family,1,1996-01-11,Others,All Pub,No Access,A,3.53,6179582
P02054,Karapakkam,1003,2011-12-18,42,1.0,1.0,3,AdjLand,0,1998-12-21,House,ELO,Paved,RL,4.18,7431591
P05344,Karapakkam,971,2010-03-13,161,1.0,1.0,3,AdjLand,1,1999-03-16,Commercial,All Pub,Paved,C,3.48,9428702
P01598,Karapakkam,947,2012-03-11,102,1.0,1.0,3,Ab Normal,1,1965-03-23,Others,NoSeWa,Gravel,A,3.99,5800069
P05384,Karapakkam,1125,2010-03-05,176,1.0,1.0,3,Ab Normal,0,1969-03-15,Commercial,ELO,No Access,RH,3.46,8573261
P04156,Karapakkam,1394,2010-10-25,60,2.0,2.0,4,AdjLand,1,1967-11-05,House,All Pub,No Access,I,2.86,7317325
P04742,Karapakkam,890,2010-07-05,163,1.0,1.0,3,AdjLand,1,1994-07-09,Others,ELO,Gravel,C,3.23,7158990
P04073,Karapakkam,1203,2010-11-13,199,1.0,1.0,3,Normal Sale,1,1999-11-16,Others,All Pub,No Access,A,3.79,6444073
P04604,Karapakkam,1370,2010-08-01,193,2.0,2.0,4,Family,1,1980-08-08,House,ELO,Gravel,I,3.18,8015175
P01660,Karapakkam,1362,2012-02-29,27,2.0,2.0,4,Ab Normal,0,1964-03-12,House,NoSewr ,Gravel,C,2.69,6265948
P02319,Karapakkam,1344,2011-10-24,100,2.0,2.0,4,Partial,1,1972-11-02,Others,NoSewr ,Paved,RM,4.69,9855019
P02801,Karapakkam,1637,2011-07-23,100,2.0,2.0,4,Ab Normal,1,1967-08-03,House,ELO,Paved,RM,3.68,10009580
P01745,Karapakkam,1088,2012-02-15,176,1.0,1.0,3,Family,0,1974-02-24,Commercial,ELO,Gravel,I,3.98,8881178
P05810,Karapakkam,1257,2009-12-18,35,1.0,1.0,3,Partial,1,1986-12-24,Others,All Pub,Paved,RH,4.38,8686969
P05299,Karapakkam,939,2010-03-23,35,1.0,1.0,3,Family,0,1982-03-30,Commercial,ELO,Paved,RM,3.77,9679642
P02014,Karapakkam,508,2011-12-25,115,1.0,1.0,2,Family,1,1995-12-29,House,NoSeWa,Gravel,I,4.03,5991345
P06298,Karapakkam,1485,2009-09-17,120,2.0,2.0,4,Ab Normal,1,1977-09-25,House,ELO,No Access,RL,3.42,8485690
P04173,Karapakkam,804,2010-10-22,46,1.0,1.0,2,Normal Sale,0,2003-10-24,Commercial,NoSewr ,No Access,RM,3.44,8765685
P05520,Karapakkam,1473,2010-02-09,80,2.0,2.0,4,Partial,1,2000-02-12,House,NoSewr ,Paved,RH,3.32,8711136
P04522,Karapakkam,1130,2010-08-14,130,1.0,1.0,3,Partial,1,2005-08-15,Others,NoSewr ,Gravel,RH,3.34,8893037
P04095,Karapakkam,749,2010-11-09,132,1.0,1.0,2,Ab Normal,1,1964-11-20,House,NoSewr ,No Access,RH,3.62,5644500
P01770,Karapakkam,694,2012-02-10,32,1.0,1.0,2,AdjLand,0,1977-02-18,Commercial,NoSeWa,Gravel,I,4.19,7303872
P06340,Karapakkam,1213,2009-09-10,22,1.0,1.0,3,Normal Sale,0,1976-09-18,House,NoSeWa,Paved,RL,3.48,7361018
P05231,Karapakkam,1506,2010-04-05,156,2.0,2.0,4,AdjLand,1,1975-04-14,House,ELO,No Access,C,2.48,6875966
P05190,Karapakkam,1042,2010-04-12,27,1.0,1.0,3,Family,0,2005-04-13,Others,NoSeWa,Gravel,C,2.96,6424394
P01511,Karapakkam,1047,2012-03-27,52,1.0,1.0,3,Ab Normal,1,1962-04-09,House,All Pub,Gravel,I,3.89,7201640
P04583,Karapakkam,850,2010-08-05,125,1.0,1.0,2,Family,1,1963-08-17,Commercial,All Pub,Gravel,A,3.09,7447527
P03911,Karapakkam,820,2010-12-16,63,1.0,1.0,2,Family,1,2005-12-17,House,ELO,No Access,I,3.89,5761896
P05098,Karapakkam,734,2010-05-01,151,1.0,1.0,2,AdjLand,0,1991-05-06,House,NoSeWa,Gravel,RL,3.28,7070874
P02464,Karapakkam,1624,2011-09-29,3,2.0,2.0,4,Normal Sale,0,1988-10-04,House,NoSewr ,No Access,A,3.83,5657796
P04572,Karapakkam,1034,2010-08-06,73,1.0,1.0,3,Ab Normal,1,1983-08-13,Others,NoSeWa,No Access,I,3.27,6422850
P05790,Karapakkam,755,2009-12-21,76,1.0,1.0,2,AdjLand,0,1981-12-28,Commercial,NoSeWa,Paved,I,3.89,7155606
P04402,Karapakkam,1375,2010-09-08,151,2.0,2.0,4,Ab Normal,0,1984-09-14,Others,NoSeWa,Paved,A,3.55,6021748
P01583,Karapakkam,888,2012-03-14,9,1.0,1.0,2,Normal Sale,1,1979-03-23,House,NoSeWa,Gravel,I,4.15,6782425
P05059,Karapakkam,1045,2010-05-06,34,1.0,1.0,3,Family,1,1992-05-10,Others,ELO,Paved,RM,3.0,9111963
P03760,Karapakkam,1253,2011-01-14,200,1.0,1.0,3,Partial,0,2004-01-16,House,NoSeWa,Paved,I,3.32,6374808
P04663,Karapakkam,1555,2010-07-23,113,2.0,2.0,4,Normal Sale,0,1972-08-01,Commercial,NoSewr ,No Access,A,3.04,9182775
P06079,Karapakkam,627,2009-10-27,154,1.0,1.0,2,AdjLand,0,1999-10-30,Others,NoSeWa,No Access,RM,2.75,6629917
P01723,Karapakkam,1109,2012-02-19,7,1.0,1.0,3,Normal Sale,0,1988-02-25,House,NoSewr ,Gravel,A,4.61,5512625
P02533,Karapakkam,1450,2011-09-15,114,2.0,2.0,4,Normal Sale,0,1972-09-24,House,NoSewr ,Gravel,I,2.67,7289884
P05846,Karapakkam,1304,2009-12-11,80,1.0,1.0,3,Ab Normal,1,1971-12-21,Others,NoSeWa,Paved,C,3.56,7171841
P05432,Karapakkam,831,2010-02-25,63,1.0,1.0,2,AdjLand,0,1977-03-05,House,NoSeWa,Gravel,RH,3.22,6454329
P02351,Karapakkam,895,2011-10-19,44,1.0,1.0,3,AdjLand,0,1963-10-31,House,ELO,Gravel,I,3.5,5655001
P05743,Karapakkam,1192,2009-12-31,146,1.0,1.0,3,AdjLand,0,2001-01-02,Others,ELO,Paved,RM,3.91,9164795
P02796,Karapakkam,1296,2011-07-24,166,1.0,1.0,3,Partial,1,2000-07-26,Others,All Pub,No Access,C,2.72,6896799
P05515,Karapakkam,923,2010-02-10,75,1.0,1.0,3,Family,1,1997-02-13,Commercial,NoSeWa,Paved,A,3.21,7684700
P05636,Karapakkam,1639,2010-01-21,7,2.0,2.0,4,AdjLand,1,1972-01-31,Others,NoSewr ,No Access,RH,3.19,9259687
P02069,Karapakkam,910,2011-12-15,190,1.0,1.0,3,AdjLand,0,1961-12-27,Others,All Pub,Paved,I,4.23,5916504
P01950,Karapakkam,1572,2012-01-09,152,2.0,2.0,4,AdjLand,1,1964-01-21,Others,NoSewr ,No Access,A,4.15,7171086
P06066,Karapakkam,1219,2009-10-29,27,1.0,1.0,3,Family,1,1974-11-07,Others,NoSewr ,No Access,C,3.1,6312395
P03362,Karapakkam,1579,2011-04-08,118,2.0,2.0,4,Family,0,1965-04-19,Commercial,All Pub,Paved,A,3.0,9782645
P04584,Karapakkam,1204,2010-08-05,150,1.0,1.0,3,Ab Normal,1,1989-08-10,Others,NoSewr ,No Access,RH,3.44,7869576
P04916,Karapakkam,1170,2010-06-04,160,1.0,1.0,3,AdjLand,0,1981-06-11,Others,NoSewr ,Paved,RM,3.32,8871786
P05696,Karapakkam,933,2010-01-09,15,1.0,1.0,3,Normal Sale,1,1990-01-14,Commercial,All Pub,Gravel,C,3.15,9234720
P05917,Karapakkam,1652,2009-11-30,107,2.0,2.0,4,AdjLand,0,2001-12-02,Others,NoSeWa,Paved,A,2.75,7344182
P03323,Karapakkam,1607,2011-04-13,105,2.0,2.0,4,Partial,1,1966-04-24,House,NoSewr ,Paved,A,3.11,6551068
P05726,Karapakkam,1390,2010-01-03,6,2.0,2.0,4,Partial,0,1971-01-13,Others,NoSewr ,No Access,I,3.36,6338514
P06046,Karapakkam,1591,2009-11-03,184,2.0,2.0,4,Normal Sale,0,1987-11-09,House,ELO,Paved,RM,4.35,9274505
P02463,Karapakkam,1058,2011-09-29,39,1.0,1.0,3,Normal Sale,1,1994-10-03,Others,NoSewr ,No Access,RM,3.97,8807926
P06230,Karapakkam,1208,2009-10-01,198,1.0,1.0,3,Ab Normal,0,1988-10-06,Others,NoSeWa,Gravel,C,4.28,6658371
P06248,Karapakkam,849,2009-09-29,173,1.0,1.0,2,Partial,1,1972-10-08,Commercial,NoSeWa,Paved,A,3.43,6672577
P02130,Karapakkam,668,2011-12-04,43,1.0,1.0,2,Partial,0,1961-12-16,House,All Pub,Gravel,RH,4.85,5515056
P06458,Karapakkam,740,2009-08-13,150,1.0,1.0,2,Ab Normal,0,1977-08-21,House,All Pub,Paved,RH,3.67,5589414
P02108,Karapakkam,1465,2011-12-09,192,2.0,2.0,4,Ab Normal,1,1977-12-17,House,All Pub,Paved,A,3.05,6780820
P01703,Karapakkam,1111,2012-02-23,91,1.0,1.0,3,Partial,1,1971-03-05,House,All Pub,Gravel,RM,3.12,9045550
P02119,Karapakkam,512,2011-12-07,4,1.0,1.0,2,Family,0,1985-12-13,Commercial,NoSewr ,Gravel,C,3.41,5454280
P06167,Karapakkam,1368,2009-10-10,144,2.0,2.0,4,Family,0,1972-10-19,House,All Pub,Paved,RH,2.42,7194785
P03310,Karapakkam,1502,2011-04-15,114,2.0,2.0,4,Normal Sale,1,1980-04-22,House,ELO,Gravel,RL,4.09,9953243
P02959,Karapakkam,854,2011-06-22,118,1.0,1.0,2,Partial,0,2006-06-23,House,All Pub,Gravel,RM,3.48,7960838
P04310,Karapakkam,1381,2010-09-24,138,2.0,2.0,4,AdjLand,0,2005-09-25,House,NoSewr ,Gravel,RH,3.19,8675704
P06211,Karapakkam,669,2009-10-05,154,1.0,1.0,2,Ab Normal,0,1972-10-14,Others,NoSeWa,No Access,RL,4.52,5406512
P04614,Karapakkam,976,2010-07-30,90,1.0,1.0,3,Ab Normal,1,1992-08-03,House,NoSeWa,Paved,RH,2.74,7323021
P02527,Karapakkam,662,2011-09-16,140,1.0,1.0,2,Family,0,1961-09-28,Commercial,All Pub,No Access,I,2.88,5433719
P04950,Karapakkam,1042,2010-05-28,47,1.0,1.0,3,Normal Sale,1,1972-06-06,Others,ELO,Paved,A,2.83,5554839
P04686,Karapakkam,1294,2010-07-18,81,1.0,1.0,3,AdjLand,1,1988-07-23,Others,NoSeWa,No Access,RM,4.06,9655431
P01635,Karapakkam,896,2012-03-05,107,1.0,1.0,3,Normal Sale,1,2002-03-08,Commercial,NoSeWa,No Access,A,3.28,7056417
P04206,Karapakkam,1290,2010-10-17,100,1.0,1.0,3,Ab Normal,1,1984-10-23,House,ELO,Gravel,RL,3.5,9152927
P04479,Karapakkam,687,2010-08-23,2,1.0,1.0,2,AdjLand,0,1992-08-27,Others,All Pub,No Access,RL,2.91,6227048
P01528,Karapakkam,593,2012-03-23,113,1.0,1.0,2,Family,1,1999-03-27,House,NoSeWa,No Access,RM,2.81,6739694
P05752,Karapakkam,1121,2009-12-29,196,1.0,1.0,3,Family,0,1979-01-06,Others,NoSeWa,Paved,I,3.44,6129883
P06034,Karapakkam,1040,2009-11-05,25,1.0,1.0,3,AdjLand,1,1971-11-15,House,ELO,Paved,RL,3.18,8086933
P03133,Karapakkam,914,2011-05-20,132,1.0,1.0,3,Family,1,1988-05-25,Others,All Pub,No Access,RH,3.92,7049152
P03103,Karapakkam,1156,2011-05-26,122,1.0,1.0,3,AdjLand,1,2002-05-28,House,ELO,Gravel,RL,2.96,9520407
P02110,Karapakkam,1404,2011-12-09,43,2.0,2.0,4,Family,1,1991-12-14,Others,NoSewr ,Gravel,RH,2.57,9612972
P04016,Karapakkam,1337,2010-11-24,34,2.0,2.0,4,Family,1,1975-12-03,Others,ELO,Gravel,I,3.1,8533703
P01758,Karapakkam,1270,2012-02-12,39,1.0,1.0,3,AdjLand,1,1990-02-17,House,ELO,Gravel,RL,2.54,9544431
P01626,Karapakkam,1376,2012-03-07,181,2.0,2.0,4,AdjLand,0,1993-03-12,House,NoSewr ,No Access,RM,3.56,8591565
P04924,Karapakkam,1311,2010-06-02,48,1.0,1.0,3,Family,0,1981-06-09,House,NoSeWa,Paved,RH,3.36,6878459
P04712,Karapakkam,1464,2010-07-13,184,2.0,2.0,4,Normal Sale,0,2005-07-14,Others,ELO,Paved,A,3.75,6580115
P04145,Karapakkam,950,2010-10-27,116,1.0,1.0,3,Partial,1,1993-10-31,House,All Pub,No Access,RH,4.04,6812501
P03281,Karapakkam,1518,2011-04-20,104,2.0,2.0,4,AdjLand,1,1982-04-27,Others,ELO,No Access,A,2.86,7032402
P01537,Karapakkam,1494,2012-03-22,171,2.0,2.0,4,Normal Sale,1,1980-03-30,House,NoSeWa,No Access,RL,3.97,8695656
P05257,Karapakkam,738,2010-03-31,166,1.0,1.0,2,AdjLand,1,1994-04-04,House,All Pub,Gravel,I,3.2,7159347
P01654,Karapakkam,1211,2012-03-02,88,1.0,1.0,3,AdjLand,0,1984-03-09,Commercial,NoSeWa,Gravel,A,3.75,9006795
P04726,Karapakkam,1648,2010-07-09,26,2.0,2.0,4,Normal Sale,0,1982-07-16,House,NoSewr ,No Access,A,3.45,5632840
P02434,Karapakkam,1338,2011-10-05,165,2.0,2.0,4,Family,1,2003-10-07,Others,NoSeWa,Paved,C,3.36,7761373
P05679,Karapakkam,1559,2010-01-13,59,2.0,2.0,4,Normal Sale,0,1996-01-17,House,ELO,No Access,C,3.27,6007705
P06179,Karapakkam,860,2009-10-09,165,1.0,1.0,2,Family,0,1972-10-18,Others,ELO,Paved,RL,3.78,6402792
P01974,Karapakkam,1519,2012-01-06,164,2.0,2.0,4,Normal Sale,0,2004-01-08,Others,ELO,No Access,A,2.85,6061409
P02591,Karapakkam,1344,2011-09-05,151,2.0,2.0,4,Ab Normal,1,1970-09-15,House,NoSeWa,Gravel,I,3.53,8074057
P03498,Karapakkam,943,2011-03-16,198,1.0,1.0,3,Normal Sale,1,1979-03-24,Others,NoSewr ,Gravel,I,3.65,7450129
P04401,Karapakkam,1190,2010-09-08,77,1.0,1.0,3,Family,0,2001-09-10,House,ELO,Gravel,I,3.51,6844237
P03509,Karapakkam,1040,2011-03-13,142,1.0,1.0,3,Normal Sale,1,1991-03-18,Commercial,ELO,Gravel,I,3.02,10064484
P05703,Karapakkam,1265,2010-01-08,108,1.0,1.0,3,Normal Sale,0,1997-01-11,Others,NoSeWa,Gravel,RM,2.81,9625480
P05219,Karapakkam,1398,2010-04-08,133,2.0,2.0,4,Normal Sale,0,1971-04-18,House,NoSewr ,Paved,RL,3.0,7830299
